Set,Run #1,Run #1,Run #1,Run #1
angle (deg),Date and Time,Time (s),Light Intensity (% of scale max),Relative Intensity
,11/06/2018 04:04:33 pm,646.500,77.8,77.76
,11/06/2018 04:04:33 pm,646.550,77.5,77.52
,11/06/2018 04:04:33 pm,646.600,77.0,76.96
,11/06/2018 04:04:33 pm,646.650,77.4,77.36
,11/06/2018 04:04:33 pm,646.700,77.5,77.50
,11/06/2018 04:04:33 pm,646.750,77.4,77.40
,11/06/2018 04:04:33 pm,646.800,77.4,77.37
,11/06/2018 04:04:33 pm,646.850,77.6,77.56
,11/06/2018 04:04:33 pm,646.900,77.8,77.78
,11/06/2018 04:04:33 pm,646.950,77.7,77.72
,11/06/2018 04:04:34 pm,647.000,77.4,77.42
,11/06/2018 04:04:34 pm,647.050,76.9,76.95
,11/06/2018 04:04:34 pm,647.100,77.1,77.15
,11/06/2018 04:04:34 pm,647.150,77.5,77.46
,11/06/2018 04:04:34 pm,647.200,77.3,77.31
,11/06/2018 04:04:34 pm,647.250,77.3,77.27
,11/06/2018 04:04:34 pm,647.300,77.5,77.50
,11/06/2018 04:04:34 pm,647.350,77.7,77.73
,11/06/2018 04:04:34 pm,647.400,77.7,77.68
,11/06/2018 04:04:34 pm,647.450,77.4,77.38
,11/06/2018 04:04:34 pm,647.500,77.0,76.98
,11/06/2018 04:04:34 pm,647.550,77.1,77.09
